AgeGroup,CI_Proportion_Lower,CI_Proportion_Upper,Code,Gender,Number,Population,Proportion (%),Region,Risk_Factor,Source_File,Year
18–54,48.1,52.9,PHN101,Females,231858.7,459106.3,50.5,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,55.7,61.2,PHN101,Females,81794.4,140001.2,58.42,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.5,83.4,PHN101,Females,38924.92,48400.83,80.42,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,48.8,53.6,PHN101,Males,235440.7,460007.6,51.18,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,57.7,62.7,PHN101,Males,78839.2,130964.1,60.2,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,67.6,75.3,PHN101,Males,27655.84,38695.33,71.47,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,48.5,53.3,PHN101,Persons,467489.0,919113.8,50.86,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,56.7,61.9,PHN101,Persons,160677.0,270965.3,59.3,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.8,79.0,PHN101,Persons,66546.44,87096.15,76.41,CENTRAL AND EASTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,47.8,52.2,PHN102,Females,120565.0,240892.3,50.05,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,50.6,56.6,PHN102,Females,49532.17,92363.79,53.63,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,72.8,79.5,PHN102,Females,25679.0,33717.17,76.16,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,48.3,52.6,PHN102,Males,115487.0,228909.3,50.45,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,53.0,58.0,PHN102,Males,47454.13,85501.02,55.5,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,61.8,70.1,PHN102,Males,17637.46,26743.57,65.95,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,48.1,52.4,PHN102,Persons,236111.9,469801.6,50.26,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,51.9,57.2,PHN102,Persons,97010.96,177864.8,54.54,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,68.8,74.4,PHN102,Persons,43290.44,60460.74,71.6,NORTHERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.1,67.1,PHN103,Females,167376.9,257194.4,65.08,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.7,72.7,PHN103,Females,58056.54,82163.25,70.66,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.8,87.4,PHN103,Females,18809.59,22111.71,85.07,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.5,67.6,PHN103,Males,174683.9,266455.2,65.56,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.3,73.7,PHN103,Males,56140.51,78521.52,71.5,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.2,79.7,PHN103,Males,13785.25,18027.46,76.47,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.3,67.4,PHN103,Persons,342223.9,523649.6,65.35,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.0,73.1,PHN103,Persons,114228.8,160684.8,71.09,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.1,83.2,PHN103,Persons,32580.61,40139.18,81.17,WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.4,66.6,PHN104,Females,58905.33,91331.58,64.5,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.2,70.5,PHN104,Females,27206.33,39790.99,68.37,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.3,86.4,PHN104,Females,8435.79,10063.37,83.83,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.1,68.1,PHN104,Males,59285.94,89658.34,66.12,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.0,72.4,PHN104,Males,26432.49,37655.39,70.2,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,71.4,78.5,PHN104,Males,5904.758,7882.315,74.91,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.3,67.3,PHN104,Persons,118236.5,180989.9,65.33,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.2,71.4,PHN104,Persons,53654.41,77446.37,69.28,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.6,82.1,PHN104,Persons,14332.62,17945.69,79.87,NEPEAN BLUE MOUNTAINS,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.5,70.2,PHN105,Females,171544.0,251046.5,68.33,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,71.7,75.8,PHN105,Females,68467.12,92892.63,73.71,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,84.1,88.4,PHN105,Females,22604.98,26203.16,86.27,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,67.0,70.7,PHN105,Males,168711.2,244933.2,68.88,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,72.5,76.8,PHN105,Males,66719.08,89374.39,74.65,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,75.0,81.2,PHN105,Males,16802.13,21508.02,78.12,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,66.8,70.5,PHN105,Persons,340364.9,495979.7,68.62,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,72.1,76.3,PHN105,Persons,135226.6,182267.0,74.19,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.6,84.5,PHN105,Persons,39391.31,47711.18,82.56,SOUTH WESTERN SYDNEY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.9,63.7,PHN106,Females,84562.08,138024.6,61.27,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.6,68.0,PHN106,Females,50032.86,76040.72,65.8,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.6,85.7,PHN106,Females,21494.46,25854.34,83.14,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.3,65.0,PHN106,Males,85155.66,135994.0,62.62,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.6,70.2,PHN106,Males,50126.83,73873.3,67.86,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,71.2,78.2,PHN106,Males,16486.51,22064.62,74.72,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.6,64.3,PHN106,Persons,169782.9,274018.6,61.96,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.6,69.0,PHN106,Persons,100196.8,149914.0,66.84,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,76.9,81.6,PHN106,Persons,37968.8,47918.96,79.24,SOUTH EASTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.5,68.3,PHN107,Females,43104.22,65391.73,65.92,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.2,72.9,PHN107,Females,23740.39,33668.64,70.51,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.6,88.3,PHN107,Females,10030.91,11669.59,85.96,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.4,70.0,PHN107,Males,42675.19,63015.55,67.72,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.9,74.9,PHN107,Males,24626.36,34010.07,72.41,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,74.7,81.3,PHN107,Males,7656.888,9817.424,77.99,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.5,69.1,PHN107,Persons,85808.55,128407.3,66.82,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.1,73.9,PHN107,Persons,48389.05,67678.71,71.5,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.1,84.5,PHN107,Persons,17681.91,21487.01,82.29,WESTERN NSW,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,61.5,65.0,PHN108,Females,179488.1,283920.6,63.22,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.0,69.5,PHN108,Females,101725.5,150142.8,67.75,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.6,86.2,PHN108,Females,45054.82,53696.82,83.91,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.8,66.2,PHN108,Males,177984.0,275830.5,64.53,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.9,72.0,PHN108,Males,99917.19,142852.1,69.94,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,72.2,78.7,PHN108,Males,32915.24,43627.2,75.45,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.2,65.6,PHN108,Persons,357595.0,559751.0,63.88,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.0,70.7,PHN108,Persons,201707.0,292994.9,68.84,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.0,82.1,PHN108,Persons,77935.38,97324.01,80.08,HUNTER NEW ENGLAND AND CENTRAL COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,61.1,65.6,PHN109,Females,67944.24,107251.0,63.35,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,62.3,67.4,PHN109,Females,47642.23,73459.87,64.86,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.8,86.0,PHN109,Females,21939.66,26310.8,83.39,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.1,67.3,PHN109,Males,65298.16,100104.5,65.23,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.5,69.7,PHN109,Males,47940.6,70909.89,67.61,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,71.7,78.7,PHN109,Males,16719.6,22231.7,75.21,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.1,66.4,PHN109,Persons,133277.4,207355.5,64.28,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.0,68.5,PHN109,Persons,95619.35,144369.8,66.23,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.3,81.9,PHN109,Persons,38646.22,48542.5,79.61,NORTH COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,62.7,67.7,PHN110,Females,33964.35,52116.9,65.17,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.0,72.8,PHN110,Females,20057.06,28495.6,70.39,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.1,87.9,PHN110,Females,8792.281,10285.85,85.48,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.9,69.7,PHN110,Males,34219.65,50864.7,67.28,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.5,74.6,PHN110,Males,20870.73,28961.71,72.06,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,74.0,80.8,PHN110,Males,6822.046,8809.615,77.44,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.8,68.7,PHN110,Persons,68210.27,102981.6,66.24,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.9,73.7,PHN110,Persons,40946.99,57457.31,71.26,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.5,84.0,PHN110,Persons,15609.78,19095.47,81.75,MURRUMBIDGEE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.3,61.5,PHN201,Females,304034.8,507883.6,59.86,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.8,70.3,PHN201,Females,95568.65,139413.0,68.55,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.2,87.6,PHN201,Females,36606.35,42874.37,85.38,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.2,62.3,PHN201,Males,307021.7,505188.8,60.77,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.0,71.7,PHN201,Males,91528.87,131028.4,69.85,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,74.4,80.6,PHN201,Males,26322.45,33961.97,77.51,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.8,61.9,PHN201,Persons,611295.6,1013072.0,60.34,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.4,71.0,PHN201,Persons,187144.9,270441.4,69.2,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.9,83.8,PHN201,Persons,62898.28,76836.33,81.86,NORTH WESTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.9,62.1,PHN202,Females,237754.3,392872.6,60.52,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.1,66.9,PHN202,Females,101640.5,156465.8,64.96,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.6,84.6,PHN202,Females,43561.39,53055.7,82.1,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.9,63.1,PHN202,Males,236978.4,385234.0,61.52,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.0,68.8,PHN202,Males,95527.18,142829.4,66.88,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,69.8,76.7,PHN202,Males,31722.52,43310.47,73.24,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.4,62.6,PHN202,Persons,474902.3,778106.6,61.03,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.1,67.7,PHN202,Persons,197207.9,299295.2,65.89,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,75.9,80.3,PHN202,Persons,75249.81,96366.17,78.09,EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,58.2,61.2,PHN203,Females,242192.7,405641.1,59.71,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,62.7,66.3,PHN203,Females,97420.63,150950.5,64.54,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.6,84.6,PHN203,Females,41365.35,50405.29,82.07,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.7,62.7,PHN203,Males,243909.5,398792.1,61.16,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.8,68.5,PHN203,Males,93779.48,140629.2,66.69,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,70.1,76.9,PHN203,Males,29743.77,40451.42,73.53,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.0,61.9,PHN203,Persons,486288.9,804433.1,60.45,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.9,67.3,PHN203,Persons,191251.1,291579.7,65.59,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,76.1,80.4,PHN203,Persons,71074.63,90856.71,78.23,SOUTH EASTERN MELBOURNE,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.1,69.1,PHN204,Females,39352.49,59107.64,66.58,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.6,71.5,PHN204,Females,26344.71,38148.87,69.06,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.4,87.5,PHN204,Females,10186.01,11992.33,84.94,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.8,70.6,PHN204,Males,38718.22,56798.62,68.17,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.1,74.1,PHN204,Males,26715.5,37295.98,71.63,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.5,80.4,PHN204,Males,8369.084,10881.26,76.91,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.0,69.8,PHN204,Persons,78095.96,115906.3,67.38,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.0,72.8,PHN204,Persons,53081.55,75444.85,70.36,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.8,83.5,PHN204,Persons,18552.42,22873.59,81.11,GIPPSLAND,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,63.2,67.4,PHN205,Females,87846.31,134518.1,65.3,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.8,71.0,PHN205,Females,51535.44,74816.07,68.88,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,82.8,87.4,PHN205,Females,21157.79,24871.2,85.07,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.1,69.1,PHN205,Males,87716.02,130744.6,67.09,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.8,73.1,PHN205,Males,52424.52,73845.38,70.99,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,74.7,81.0,PHN205,Males,16880.05,21682.82,77.85,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.2,68.3,PHN205,Persons,175625.9,265262.8,66.21,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.9,72.0,PHN205,Persons,104002.6,148661.4,69.96,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.6,83.8,PHN205,Persons,38029.48,46554.02,81.69,MURRAY,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.9,64.4,PHN206,Females,90344.2,145366.9,62.15,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.7,68.9,PHN206,Females,51609.08,77264.27,66.8,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.2,86.2,PHN206,Females,21806.87,26054.59,83.7,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,61.7,65.9,PHN206,Males,90398.86,141660.4,63.81,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.9,71.0,PHN206,Males,50797.87,73715.94,68.91,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,72.4,79.1,PHN206,Males,16046.41,21197.08,75.7,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.8,65.1,PHN206,Persons,180809.5,287027.3,62.99,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,65.8,69.9,PHN206,Persons,102440.2,150980.2,67.85,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,77.9,82.3,PHN206,Persons,37837.14,47251.67,80.08,WESTERN VICTORIA,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.8,64.4,PHN301,Females,165697.7,266869.6,62.09,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.9,70.0,PHN301,Females,64254.9,95305.79,67.42,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,81.9,86.9,PHN301,Females,24530.16,29077.86,84.36,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.3,64.7,PHN301,Males,162433.3,259772.0,62.53,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,67.0,71.6,PHN301,Males,61862.43,89289.27,69.28,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,73.0,79.9,PHN301,Males,17754.3,23222.16,76.45,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.1,64.6,PHN301,Persons,328234.0,526641.6,62.33,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,66.0,70.7,PHN301,Persons,126151.0,184595.1,68.34,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,78.5,83.1,PHN301,Persons,42264.65,52300.02,80.81,BRISBANE NORTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.2,68.4,PHN302,Females,200762.1,302712.6,66.32,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,68.6,73.2,PHN302,Females,74837.93,105533.9,70.91,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,83.7,88.3,PHN302,Females,25027.82,29106.88,85.99,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,65.1,69.2,PHN302,Males,199461.5,296940.5,67.17,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,70.4,74.7,PHN302,Males,72366.57,99803.99,72.51,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,75.3,81.7,PHN302,Males,18597.35,23692.88,78.49,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,64.7,68.9,PHN302,Persons,400363.2,599653.2,66.77,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,69.6,73.9,PHN302,Persons,147245.5,205337.9,71.71,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,80.5,84.7,PHN302,Persons,43607.64,52799.75,82.59,BRISBANE SOUTH,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.1,65.2,PHN303,Females,96392.51,155019.2,62.18,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,61.6,68.3,PHN303,Females,42207.01,64973.2,64.96,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,79.9,85.9,PHN303,Females,16376.21,19754.68,82.9,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,60.4,66.3,PHN303,Males,92652.32,146293.2,63.33,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,64.3,70.2,PHN303,Males,40182.36,59726.04,67.28,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
75+,70.4,78.4,PHN303,Males,12649.87,17001.58,74.4,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
18–54,59.7,65.8,PHN303,Persons,189094.5,301312.4,62.76,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
55–74,63.0,69.2,PHN303,Persons,82408.97,124699.2,66.09,GOLD COAST,Insufficient Physical Activity,PHN_IPA_AGE_SEX,2017–2018
